	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv11	FUNasv12	FUNasv14	FUNasv16	FUNasv17	FUNasv24	FUNasv27	FUNasv29	FUNasv30	FUNasv32	FUNasv34	FUNasv35	FUNasv36	FUNasv38	FUNasv40	FUNasv43	FUNasv45	FUNasv51	FUNasv52	FUNasv53	FUNasv54	FUNasv58	FUNasv62	FUNasv63	FUNasv66	FUNasv67	FUNasv73	FUNasv76	FUNasv85	FUNasv86	FUNasv87	FUNasv89	FUNasv91	FUNasv98	FUNasv101	FUNasv102	FUNasv103	FUNasv132	FUNasv138	FUNasv139	FUNasv141	FUNasv143	FUNasv156	FUNasv158	FUNasv163	FUNasv166	FUNasv175	FUNasv176	FUNasv182	FUNasv186	FUNasv203	FUNasv207	FUNasv211	FUNasv214	FUNasv220	FUNasv224	FUNasv227	FUNasv229	FUNasv257	FUNasv276	FUNasv277	FUNasv291	FUNasv295	FUNasv296	FUNasv301	FUNasv310	FUNasv317	FUNasv325	FUNasv334	FUNasv364	FUNasv370	FUNasv379	FUNasv419	FUNasv485	FUNasv501	FUNasv508	FUNasv515	FUNasv544	FUNasv648
FUNasv17	0	0	0	0	0	0	0	0	0	-0.761904761904762	0	0	0	0	0.761904761904762	0	0	0	0.857142857142857	0	0	0	0	-0.833333333333333	0	0	0	0.714285714285714	0	0	-0.829515062006253	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	-0.754504545005353	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	-0.791039852105472	0	-0.722968462440373	0	0	-0.913223320977314	-0.938590635448906	0	-0.791039852105472	-0.707527552887687	0	-0.791039852105472	-0.791039852105472	0	0	-0.791039852105472	-0.791039852105472	0
FUNasv24	-0.857142857142857	-0.904761904761905	-0.738095238095238	0	0	0	0.898219696434944	-0.761904761904762	-0.952380952380952	0	0	0	0	0	-0.880952380952381	-0.904761904761905	-0.80952380952381	-0.778457070243618	-0.714285714285714	-0.761904761904762	-0.761904761904762	0	-0.97007727214974	0.857142857142857	0.976190476190476	0	0	0	-0.857142857142857	0	0	0.707527552887687	0	0	-0.738095238095238	0	-0.785714285714286	0.738095238095238	0.80952380952381	-0.785714285714286	-0.80952380952381	-0.761904761904762	0.80952380952381	0.761904761904762	0	0	-0.853912563829967	0.837121377562538	0	0	0.802409595481884	0	-0.975900072948533	0	0.928571428571429	0.756322556535113	0	0.730552019767088	0	0	-0.785714285714286	0.976190476190476	-0.7319250547114	0.853912563829967	0	0	0.714285714285714	0	-0.87831006565368	0.811754063090946	0.811754063090946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv29	0	-0.714285714285714	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	-0.714285714285714	0	-0.778457070243618	0	-0.785714285714286	-0.833333333333333	0	0	0.714285714285714	0	0	0	0	0	-0.738095238095238	0	0	0	0	0	-0.904761904761905	-0.761904761904762	0	0	-0.833333333333333	0	0	0.714285714285714	0.785714285714286	0	0	-0.756322556535113	0.710284805204577	0.976190476190476	0.707527552887687	0.802409595481884	0	-0.707527552887687	0	0	0.80511756018254	0.754504545005353	0	0	0.902707567477393	-0.785714285714286	0	-0.902707567477393	0.780720058358827	0	0	0.880952380952381	0	-0.756322556535113	0.837121377562538	0.786386748619354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv30	0.785714285714286	0.738095238095238	0.714285714285714	0	0	0	-0.850314645958414	0.857142857142857	0.785714285714286	0	0.761904761904762	-0.880952380952381	0	0	0	0.738095238095238	0.738095238095238	0	0.880952380952381	0	0	0	0.826362120720149	-0.928571428571429	-0.904761904761905	0	0	0	0.857142857142857	0	-0.780720058358827	-0.756322556535113	0	0	0.833333333333333	0	0.738095238095238	-0.761904761904762	-0.833333333333333	0.714285714285714	0.880952380952381	0.833333333333333	-0.928571428571429	0	0	0	0.80511756018254	-0.938590635448906	0	0	0	0	0.853912563829967	0	-0.904761904761905	-0.853912563829967	0	-0.766480807624486	0	-0.780720058358827	0	-0.904761904761905	0	-0.756322556535113	0	0	-0.80952380952381	-0.84559432466447	0.707527552887687	-0.86248869203413	-0.761019434147762	-0.763762615825973	-0.79907040585515	-0.773703091383558	0	-0.84559432466447	0	-0.763762615825973	-0.84559432466447	-0.84559432466447	-0.763762615825973	0	-0.84559432466447	-0.84559432466447	0
FUNasv32	0.904761904761905	1	0	0	0	0	-0.922172221673209	0.738095238095238	0.976190476190476	0	0	-0.904761904761905	0	-0.714285714285714	0.738095238095238	0	0.928571428571429	0.946124746911475	0	0.738095238095238	0.785714285714286	0	0.958101009530607	-0.80952380952381	-0.857142857142857	0	0	0	0.80952380952381	0.785714285714286	0	0	0	0	0	0.714285714285714	0.761904761904762	-0.761904761904762	-0.738095238095238	0	0.738095238095238	0	0	-0.833333333333333	0	0	0.902707567477393	-0.710284805204577	-0.738095238095238	0	-0.730552019767088	0	0.95150257112482	0	-0.880952380952381	0	0	0	0	0	0.738095238095238	-0.880952380952381	0.756322556535113	-0.780720058358827	0	0	0	0	0.902707567477393	-0.786386748619354	-0.837121377562538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv34	0.976190476190476	0.928571428571429	0	0	0	0	-0.802409595481884	0.80952380952381	0.904761904761905	0	0	-0.80952380952381	0	0	0.738095238095238	0.928571428571429	0	0.934148484292342	0.714285714285714	0.80952380952381	0.714285714285714	0	0.874267171196679	-0.738095238095238	-0.833333333333333	0	0	0	0.738095238095238	0.904761904761905	0	0	0	0	0	0.785714285714286	0	-0.904761904761905	-0.714285714285714	0	0	0.738095238095238	0	-0.904761904761905	0	0	0.80511756018254	-0.710284805204577	-0.714285714285714	0	0	0	0.853912563829967	0	-0.761904761904762	0	0	-0.790433332862751	0	0	0	-0.761904761904762	0	0	0	0	0	0	0.80511756018254	-0.710284805204577	-0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv35	0.874267171196679	0.946124746911475	0	0	0	0	-0.867469879518072	0.802409595481884	0.886243433815812	0	0	-0.778457070243618	0	-0.778457070243618	0	0.946124746911475	0.934148484292342	0	0	0.754504545005353	0.790433332862751	0	0.86144578313253	-0.754504545005353	-0.742528282386221	0	0	0	0.814385858101016	0.898219696434944	0	0	0	0	0	0.790433332862751	0	-0.754504545005353	0	0	0	0.730552019767088	0	-0.886243433815812	0	0.730552019767088	0.834497179245487	0	-0.754504545005353	0	-0.710843373493976	0	0.859041213929178	0	-0.778457070243618	0	0	-0.771084337349398	0	-0.724049023168879	0.730552019767088	-0.778457070243618	0.760865075194415	-0.77313709253626	0	0	0	0	0.90812928329656	-0.803869670662643	-0.829389342747172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv36	0	0	0	0	0	0	-0.754504545005353	0.833333333333333	0	0	0.857142857142857	-0.714285714285714	0	0	0.880952380952381	0	0.714285714285714	0	0	0	0	0	0	-0.880952380952381	-0.738095238095238	0	0	0.714285714285714	0.761904761904762	0.714285714285714	-0.95150257112482	0	0	0	0.761904761904762	0	0	0	0	0	0.80952380952381	0.857142857142857	-0.80952380952381	0	0	0	0	-0.79907040585515	0	0	0	0	0.756322556535113	0	-0.714285714285714	0	0	0	0	-0.7319250547114	0	-0.785714285714286	0	0	0	0	-0.714285714285714	-0.763762615825973	0	-0.79907040585515	0	0	-0.938590635448906	-0.913223320977314	0	-0.763762615825973	0	0	-0.84559432466447	-0.84559432466447	0	0	-0.84559432466447	-0.763762615825973	0
FUNasv38	0.833333333333333	0.738095238095238	0.80952380952381	0	0	0	0	0.714285714285714	0.761904761904762	0	0	-0.761904761904762	0	-0.785714285714286	0	0.738095238095238	0.80952380952381	0.754504545005353	0	0	0.857142857142857	0	0.742528282386221	0	-0.80952380952381	0	0	0	0	0.880952380952381	0	0	0	0	0	0.952380952380952	0	-0.714285714285714	-0.714285714285714	0.785714285714286	0	0.833333333333333	-0.761904761904762	-0.952380952380952	0	0	0	-0.761019434147762	-0.761904761904762	0	-0.838338383339281	0	0.756322556535113	0	0	0	0	-0.850314645958414	0	0	0.80952380952381	0	0.756322556535113	-0.780720058358827	0	0	0	0	0.80511756018254	0	-0.938590635448906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv40	0.738095238095238	0.785714285714286	0.928571428571429	0.738095238095238	0	0	0	0	0.80952380952381	0	0	-0.761904761904762	0	-0.833333333333333	0	0.785714285714286	0.714285714285714	0.790433332862751	0	0.857142857142857	0	0.738095238095238	0.802409595481884	0	-0.738095238095238	0	0	0	0.738095238095238	0.761904761904762	0	0	0	0	0	0.880952380952381	0.904761904761905	0	-0.80952380952381	0.904761904761905	0	0	0	-0.80952380952381	0	0	0.80511756018254	-0.761019434147762	-0.761904761904762	0	-0.97007727214974	0	0.756322556535113	0	-0.714285714285714	-0.780720058358827	0	-0.790433332862751	0	-0.707527552887687	0.976190476190476	-0.714285714285714	0.95150257112482	-0.902707567477393	0	0	-0.714285714285714	0	0.902707567477393	-0.761019434147762	-0.86248869203413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv43	0	0	0.761904761904762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	-0.778457070243618	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv45	0.910195959054077	0.958101009530607	0.754504545005353	0	0	0	-0.91566265060241	0.790433332862751	0.994029797388005	0	0	-0.97007727214974	0	0	0.826362120720149	0.958101009530607	0.874267171196679	0.86144578313253	0	0.742528282386221	0.802409595481884	0	0	-0.814385858101016	-0.946124746911475	0	0	0	0.874267171196679	0.742528282386221	0	-0.760865075194415	0	0	0.766480807624486	0	0.826362120720149	-0.802409595481884	-0.826362120720149	0.742528282386221	0.814385858101016	0.718575757147955	0	-0.778457070243618	0	0	0.90812928329656	-0.803869670662643	0	0	-0.795180722891566	0	0.957217352663941	0	-0.934148484292342	-0.724049023168879	0	-0.759036144578313	0	0	0.802409595481884	-0.934148484292342	0.760865075194415	-0.834497179245487	-0.718575757147955	0	0	0	0.90812928329656	-0.791109834620379	-0.842149178789436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv51	-0.714285714285714	-0.80952380952381	0	0	0	0	0.946124746911475	-0.785714285714286	-0.785714285714286	0	-0.833333333333333	0.857142857142857	0	0.714285714285714	-0.928571428571429	-0.80952380952381	-0.738095238095238	-0.754504545005353	-0.880952380952381	0	0	0	-0.814385858101016	0	0.80952380952381	0	0	0	-0.857142857142857	0	0.80511756018254	0.780720058358827	0	0	-0.761904761904762	0	-0.714285714285714	0	0.738095238095238	-0.738095238095238	-0.880952380952381	-0.761904761904762	0.857142857142857	0	0	0	-0.853912563829967	0.86248869203413	0.785714285714286	0	0	0	-0.902707567477393	0	0.928571428571429	0.853912563829967	0	0	0	0.853912563829967	0	0.928571428571429	-0.707527552887687	0.780720058358827	0	0	0.880952380952381	0.84559432466447	-0.756322556535113	0.938590635448906	0	0	0.79907040585515	0.849805034798334	0	0.84559432466447	0	0	0.763762615825973	0.763762615825973	0	0	0.763762615825973	0.84559432466447	0
FUNasv52	-0.904761904761905	-0.857142857142857	-0.761904761904762	0	0	0	0.826362120720149	-0.80952380952381	-0.928571428571429	0	0	0.976190476190476	0	0	-0.904761904761905	-0.857142857142857	-0.833333333333333	-0.742528282386221	-0.738095238095238	-0.80952380952381	-0.738095238095238	0	-0.946124746911475	0.80952380952381	0	0	0	0	-0.833333333333333	-0.738095238095238	0	0	0	0	-0.761904761904762	0	-0.761904761904762	0.833333333333333	0.833333333333333	-0.738095238095238	-0.785714285714286	-0.80952380952381	0.833333333333333	0.785714285714286	0	0	-0.80511756018254	0.86248869203413	0	0	0.778457070243618	0	-0.927105069301107	0	0.880952380952381	0.7319250547114	0	0.802409595481884	0	0	-0.761904761904762	0.928571428571429	0	0.80511756018254	0	0	0	0	-0.829515062006253	0.761019434147762	0.86248869203413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738095238095238	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.791039852105472	0	0	0	-0.732588631506546	-0.849805034798334	-0.79907040585515	0	-0.791039852105472	0	-0.732588631506546	-0.87287156094397	-0.87287156094397	-0.732588631506546	0	-0.87287156094397	-0.791039852105472	0
FUNasv54	0	0	0	0	-0.742528282386221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.736321040510724	0.838338383339281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.944945335322096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv58	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0.976190476190476	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	-0.780720058358827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763762615825973	0	0	0	0	-0.875172349269926	-0.849805034798334	0.718575757147955	-0.763762615825973	0	0	-0.84559432466447	-0.84559432466447	0	0	-0.84559432466447	-0.763762615825973	0
FUNasv62	0.761904761904762	0.80952380952381	0.738095238095238	0	0	0	-0.910195959054077	0.928571428571429	0.833333333333333	0	0	-0.857142857142857	0	0	0.857142857142857	0.80952380952381	0.738095238095238	0.814385858101016	0.761904761904762	0	0.738095238095238	0	0.874267171196679	-0.857142857142857	-0.833333333333333	0	0	0	0	0.761904761904762	0	-0.902707567477393	0	0	0.952380952380952	0	0.785714285714286	-0.714285714285714	-0.738095238095238	0.80952380952381	0.952380952380952	0.857142857142857	-0.761904761904762	0	0	0	0.829515062006253	-0.913223320977314	0	0	-0.790433332862751	0	0.853912563829967	0	-0.904761904761905	-0.829515062006253	-0.718575757147955	-0.850314645958414	0	-0.756322556535113	0.80952380952381	-0.904761904761905	0.756322556535113	-0.902707567477393	-0.857142857142857	0	-0.738095238095238	-0.87287156094397	0.902707567477393	-0.913223320977314	-0.710284805204577	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	-0.791039852105472	0	0	-0.791039852105472	-0.87287156094397	0
FUNasv63	0.880952380952381	0.785714285714286	0	0	0	0	0	0.880952380952381	0.761904761904762	0	0	0	0	-0.738095238095238	0	0.785714285714286	0.904761904761905	0.898219696434944	0.714285714285714	0.880952380952381	0.761904761904762	0	0.742528282386221	0	-0.738095238095238	0	0	0	0.761904761904762	0	0	0	0	0	0.714285714285714	0.880952380952381	0	-0.833333333333333	0	0	0	0.880952380952381	0	-0.952380952380952	0	0.80952380952381	0	-0.761019434147762	0	-0.756322556535113	0	0	0.7319250547114	0	0	0	0	-0.922172221673209	0	-0.707527552887687	0.714285714285714	0	0	-0.7319250547114	0	0	0	0	0.829515062006253	-0.735652119676169	-0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv66	0	0	0	0	0	0	0	0	0	0	-0.829515062006253	0	0	0	-0.780720058358827	0	0	0	-0.95150257112482	0	0	0	0	0.80511756018254	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.756322556535113	0.780720058358827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707527552887687	0	0	0	0	0	0.935775440838066	0.909781678592564	0	0	0	0	0.754672942406179	0.754672942406179	0	0	0.754672942406179	0	0
FUNasv67	0	0	0	0	0	-0.7319250547114	0.859041213929178	-0.780720058358827	-0.707527552887687	0.7319250547114	0	0.707527552887687	0	0	-0.756322556535113	0	0	0	0	0	0	0	-0.760865075194415	0.780720058358827	0	0	0	0	-0.902707567477393	0	0	0	0	0	-0.902707567477393	0	-0.707527552887687	0	0	0	-0.95150257112482	0	0	0	0	0	-0.8	0.753819105119553	0	0	0	0	0	0	0.87831006565368	0.725	0	0	0	0	0	0.780720058358827	0	0	0.95150257112482	0	0	0.810574641843674	0	0.779812867365055	0	0	0	0	0	0.810574641843674	0	0	0	0	0	0	0	0.810574641843674	0
FUNasv73	0	0	0	0	0.975900072948533	0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.736321040510724	0	0	0	0	0	0	-0.927105069301107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv76	0	0	0	0	-0.952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	-0.927105069301107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv85	0.714285714285714	0	0	0	0	0	-0.790433332862751	0.952380952380952	0.714285714285714	0	0	-0.738095238095238	0	0	0.833333333333333	0	0	0	0.761904761904762	0	0	0	0.766480807624486	-0.761904761904762	-0.761904761904762	0	0	0	0.952380952380952	0.714285714285714	0	-0.902707567477393	0	0	0	0	0	-0.761904761904762	0	0	0.952380952380952	0.833333333333333	0	0	0	0	0.707527552887687	-0.875172349269926	0	0	0	0	0.707527552887687	0	-0.80952380952381	-0.7319250547114	0	-0.850314645958414	0	0	0	-0.785714285714286	0	-0.756322556535113	-0.904761904761905	0	0	-0.84559432466447	0.756322556535113	-0.79907040585515	0	-0.763762615825973	0	0	0	-0.84559432466447	0	-0.763762615825973	-0.84559432466447	-0.84559432466447	-0.763762615825973	0	-0.84559432466447	-0.84559432466447	0
FUNasv86	0.761904761904762	0.714285714285714	0.80952380952381	0	0	0	0	0	0	0	0	0	0	-0.904761904761905	0	0.714285714285714	0.785714285714286	0.790433332862751	0	0.952380952380952	0.880952380952381	0	0	0	0	0	0	0	0	0.880952380952381	0	0	0	0	0	0	0.714285714285714	0	0	0.785714285714286	0	0.761904761904762	0	-0.928571428571429	0	0.714285714285714	0	-0.710284805204577	-0.857142857142857	0	-0.826362120720149	0	0	0	0	0	0	-0.802409595481884	0	-0.756322556535113	0.80952380952381	0	0.829515062006253	-0.756322556535113	0	0	-0.714285714285714	0	0.780720058358827	-0.710284805204577	-0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
